Date,VALE3 BS Equity,PETR4 BS Equity,ITUB4 BS Equity,PETR3 BS Equity,BBDC4 BS Equity,ELET3 BS Equity,BBAS3 BS Equity,ABEV3 BS Equity,WEGE3 BS Equity,ITSA4 BS Equity,RADL3 BS Equity,GGBR4 BS Equity,SBSP3 BS Equity,UGPA3 BS Equity,BBDC3 BS Equity,VIVT3 BS Equity,CMIG4 BS Equity,BRFS3 BS Equity,CPLE6 BS Equity,CCRO3 BS Equity,EMBR3 BS Equity,NTCO3 BS Equity,TIMS3 BS Equity,ELET6 BS Equity,EGIE3 BS Equity,GOAU4 BS Equity,CSNA3 BS Equity,CPFE3 BS Equity,BRAP4 BS Equity,BRKM5 BS Equity,USIM5 BS Equity,ALPA4 BS Equity,GOLL4 BS Equity
2016-12-14,27.88,14.74,17.91,17.59,14.209,22.651,25.28,16.16,5.596,6.21,11.346,10.381,27.7,32.805,14.219,33.89,4.599,49.93,2.781,14.71,15.43,11.249,7.64,25.5,27.088,4.51,10.61,25.12,5.994,33.04,3.85,8.52,4.39
2016-12-15,28.23,14.85,17.839,17.43,14.255,22.841,26.25,16.32,5.696,6.21,11.194,10.905,27.66,32.595,14.229,34.44,4.644,49.66,2.782,14.7,15.0,11.484,7.71,25.85,27.192,4.91,10.93,25.12,6.24,33.4,4.05,8.248,4.42
2016-12-16,27.75,14.76,17.52,17.22,14.178,22.701,26.42,16.68,5.638,6.179,11.165,10.4,27.84,33.15,14.416,34.89,4.606,47.81,2.854,14.61,15.52,11.574,7.65,25.5,27.248,4.57,10.72,25.13,6.199,33.45,3.97,8.328,4.35
2016-12-19,26.05,14.36,17.047,16.67,13.867,22.771,25.83,16.3,5.642,6.071,11.175,10.038,26.91,32.75,14.121,34.0,4.753,46.33,2.705,14.47,15.2,11.254,7.56,25.51,27.2,4.46,10.09,25.16,5.933,33.4,3.88,8.32,4.18
2016-12-20,26.58,14.35,17.481,16.64,14.167,21.992,26.25,16.4,5.581,6.133,11.162,10.114,26.58,32.905,14.229,34.95,4.773,46.4,2.722,14.49,14.95,11.249,7.72,24.74,26.816,4.59,9.88,25.09,6.068,33.03,3.93,8.032,4.15
2016-12-21,26.48,14.34,17.476,16.55,14.048,22.391,26.25,16.34,5.619,6.133,11.435,10.267,26.6,32.71,13.971,35.7,4.676,46.46,2.669,15.12,15.29,11.249,7.76,24.93,26.904,4.7,9.83,25.13,6.121,34.11,4.04,8.136,4.05
2016-12-22,25.38,14.01,17.619,16.35,13.841,21.992,26.0,15.82,5.562,6.179,11.329,9.829,27.35,32.99,13.815,34.89,4.76,46.47,2.679,15.33,15.26,11.024,7.62,24.71,27.224,4.51,9.6,25.14,5.863,33.3,3.96,8.16,3.85
2016-12-23,25.19,14.24,17.85,16.57,14.131,22.332,26.74,16.0,5.712,6.087,11.231,9.81,27.43,32.95,14.147,35.32,4.831,46.48,2.636,15.29,15.3,11.044,7.61,25.17,27.312,4.54,9.95,25.15,5.863,33.12,3.95,8.08,4.12
2016-12-26,25.99,14.42,17.992,16.73,14.39,22.791,27.16,16.18,5.662,6.164,11.412,10.114,27.97,33.0,14.436,35.6,4.753,47.15,2.681,15.42,15.45,11.029,7.64,25.89,27.384,4.62,10.16,25.1,6.08,32.9,4.0,8.0,4.31
2016-12-27,25.86,14.41,17.981,16.69,14.25,22.401,27.35,16.11,5.754,6.141,11.446,10.457,27.56,33.18,14.473,35.55,4.741,47.25,2.706,15.3,15.61,11.344,7.63,25.91,27.36,4.81,10.73,25.12,6.027,33.33,4.1,7.992,4.63
2016-12-28,26.68,14.78,18.405,16.98,14.762,22.731,27.69,16.23,5.769,6.225,11.542,10.257,28.06,33.62,14.809,35.42,4.824,47.66,2.705,15.43,15.69,11.499,7.75,26.12,27.84,4.77,10.82,25.11,6.215,34.39,4.07,8.288,4.84
2016-12-29,25.68,14.87,18.608,16.94,15.006,22.801,28.09,16.4,5.962,6.379,11.767,10.286,28.79,34.225,15.078,36.4,4.953,48.25,2.736,15.96,16.0,11.509,7.83,25.89,28.0,4.8,10.85,25.21,6.08,34.25,4.1,8.008,4.62
2016-12-30,25.68,14.87,18.608,16.94,15.006,22.801,28.09,16.4,5.962,6.379,11.767,10.286,28.79,34.225,15.078,36.4,4.953,48.25,2.736,15.96,16.0,11.509,7.83,25.89,28.0,4.8,10.85,25.21,6.08,34.25,4.1,8.008,4.62
2017-01-02,25.06,14.66,18.432,16.53,14.902,22.491,27.54,16.31,5.808,6.326,11.66,10.324,28.37,33.95,14.912,35.37,4.959,47.9,2.72,15.79,16.0,11.234,7.73,26.13,27.88,4.74,10.86,25.26,5.937,34.0,4.08,7.872,4.51
2017-01-03,26.17,15.5,19.213,17.58,15.523,22.332,28.8,16.64,6.1,6.603,12.106,10.619,28.7,34.5,15.508,36.0,5.068,49.5,2.923,16.39,16.36,11.619,8.07,26.0,28.96,4.9,11.42,25.32,6.186,35.94,4.29,7.92,4.88
2017-01-04,25.7,15.5,19.295,17.37,15.425,22.581,28.65,16.51,5.954,6.641,11.935,10.495,29.53,33.95,15.502,35.9,4.927,48.91,2.894,16.5,16.17,11.554,8.23,25.79,28.592,4.95,11.31,25.26,6.051,35.33,4.55,8.072,5.17
2017-01-05,26.68,15.75,19.559,17.76,15.595,22.491,28.58,16.6,5.938,6.703,11.756,11.238,29.61,34.15,15.59,34.59,4.85,48.53,2.854,16.47,16.5,11.569,8.33,25.83,28.384,5.19,11.7,25.21,6.354,35.75,4.6,7.992,5.23
2017-01-06,25.97,15.66,19.625,17.49,15.694,22.461,28.89,16.46,5.988,6.68,11.781,11.171,29.18,34.0,15.709,35.41,4.786,46.22,2.896,16.23,16.58,11.529,8.23,25.76,28.032,5.19,11.28,25.23,6.244,35.05,4.47,8.024,5.15
2017-01-09,26.5,15.33,19.719,17.32,15.714,22.072,27.8,16.53,5.923,6.749,11.762,11.181,29.31,33.875,15.782,35.16,4.856,45.7,2.865,16.4,16.62,12.089,8.22,25.25,28.056,5.23,11.45,25.23,6.395,35.17,4.5,8.064,5.23
2017-01-10,28.54,15.48,19.653,17.61,15.714,21.972,28.18,16.34,5.858,6.703,11.546,11.41,29.25,33.96,15.782,35.85,4.786,45.92,2.87,16.43,16.45,11.899,8.3,24.99,28.04,5.29,11.7,25.24,6.747,35.49,4.52,8.144,5.22
2017-01-11,29.13,15.66,19.691,18.05,15.833,21.522,28.48,16.41,5.758,6.749,11.721,12.0,29.42,33.85,15.627,35.75,4.953,45.86,3.003,15.85,16.75,11.599,8.26,24.69,27.84,5.55,11.85,25.25,6.981,35.85,4.43,8.12,5.32
2017-01-12,30.07,15.9,20.191,18.35,16.206,23.191,29.2,16.93,5.954,6.934,12.062,12.19,31.14,33.75,15.999,36.95,5.55,47.05,3.145,16.16,16.49,12.224,8.34,26.08,28.24,5.58,12.38,25.32,7.284,36.42,4.54,8.16,5.73
2017-01-13,30.99,15.68,19.779,18.22,16.077,23.181,28.44,17.11,5.827,6.865,12.071,12.438,30.86,33.565,15.916,36.2,5.492,45.79,3.129,16.14,16.8,12.174,8.41,26.4,28.304,5.63,12.22,25.18,7.734,35.54,4.55,8.064,5.66
2017-01-16,31.82,15.75,19.796,18.25,16.108,22.681,28.46,17.05,5.827,6.865,11.981,12.571,30.81,33.405,15.978,35.84,5.511,45.8,3.13,15.9,17.1,11.954,8.49,26.04,27.984,5.79,12.35,25.17,8.025,35.29,4.78,8.152,5.61
2017-01-17,30.57,15.82,20.329,18.17,16.568,22.711,28.92,17.2,5.962,7.004,12.308,12.371,31.7,33.15,16.32,36.69,5.678,46.35,3.177,15.75,17.49,12.124,8.49,26.59,28.44,5.81,12.2,25.22,7.885,35.19,4.72,8.064,5.55
2017-01-18,32.11,15.79,20.169,18.03,16.403,21.812,28.68,17.26,5.904,6.965,12.183,12.01,31.28,32.825,16.144,36.11,5.589,45.3,3.149,15.2,17.6,12.619,8.65,25.47,28.52,5.75,11.92,25.25,8.41,35.2,4.63,8.0,5.39
2017-01-19,31.47,15.77,20.059,17.93,16.387,21.622,28.71,17.3,5.908,6.957,12.273,11.524,31.75,33.075,16.247,36.69,5.544,45.28,3.112,15.48,17.65,12.254,8.8,24.96,28.64,5.49,11.72,25.26,8.111,34.65,4.58,7.888,5.28
2017-01-20,32.1,16.0,20.12,17.83,16.31,22.122,29.35,17.35,5.938,7.034,12.229,11.638,32.01,33.4,16.304,36.56,5.537,45.96,3.106,15.55,18.0,12.599,8.77,25.63,28.68,5.51,11.96,25.3,8.516,34.79,4.82,7.952,5.66
2017-01-23,33.31,15.99,20.796,17.98,16.682,22.961,30.68,17.34,6.023,7.212,12.31,12.086,32.0,33.44,16.755,37.39,5.813,46.74,3.179,15.94,18.21,12.884,8.99,26.71,28.992,5.76,12.41,25.39,8.958,35.25,5.22,7.88,5.75
2017-01-24,34.13,16.04,20.747,17.73,16.62,22.521,30.1,17.3,6.019,7.127,12.546,11.962,32.61,33.38,16.723,37.14,5.865,46.92,3.213,15.44,18.68,12.859,9.05,26.23,28.424,5.68,12.39,25.34,9.118,34.37,5.15,8.064,6.0
2017-01-25,34.13,16.04,20.747,17.73,16.62,22.521,30.1,17.3,6.019,7.127,12.546,11.962,32.61,33.38,16.723,37.14,5.865,46.92,3.213,15.44,18.68,12.859,9.05,26.23,28.424,5.68,12.39,25.34,9.118,34.37,5.15,8.064,6.0
2017-01-26,33.6,15.8,21.027,17.39,16.993,21.992,32.0,17.31,6.192,7.158,12.754,11.895,32.47,33.685,17.013,36.77,5.826,45.9,3.225,15.82,18.39,13.079,9.05,26.3,28.928,5.6,12.13,25.31,8.884,34.0,5.04,8.52,5.88
2017-01-27,33.7,15.62,20.917,17.08,17.044,21.682,31.39,17.32,6.208,7.15,12.74,11.971,32.07,33.55,16.92,37.48,5.749,45.29,3.233,15.5,18.28,12.944,8.99,26.17,28.88,5.75,12.1,25.36,8.823,34.2,5.19,8.352,6.1
2017-01-30,32.25,14.84,20.472,16.14,16.744,20.832,30.52,16.97,6.154,7.065,12.596,11.467,31.23,32.875,16.667,37.31,5.492,43.98,3.097,15.28,17.71,12.929,8.86,25.1,28.488,5.45,11.47,25.32,8.418,32.8,5.03,8.32,6.25
2017-01-31,32.18,15.02,20.472,16.19,16.92,20.822,31.11,17.2,6.119,7.15,12.596,11.619,31.35,33.08,16.63,38.19,5.871,44.46,3.215,15.51,18.0,12.634,8.95,24.71,28.64,5.62,11.55,25.33,8.516,32.54,5.25,8.312,6.26
2017-02-01,32.89,15.02,20.681,16.12,16.78,20.972,31.26,17.32,6.073,7.181,12.163,11.829,31.46,32.275,16.573,37.69,5.775,43.8,3.185,15.51,18.23,12.949,8.88,25.01,28.52,5.76,11.66,25.33,8.897,32.21,5.25,8.184,6.13
2017-02-02,32.66,14.89,20.62,15.9,16.144,21.312,30.97,17.16,6.131,7.173,12.233,12.124,31.82,32.505,16.154,37.85,5.865,44.52,3.249,16.1,17.84,13.049,8.9,25.55,28.896,5.78,12.13,25.4,8.639,32.03,5.22,8.08,6.34
2017-02-03,30.61,15.34,21.049,16.34,16.537,21.922,30.89,17.35,6.25,7.312,12.346,12.095,32.35,33.3,16.542,38.05,5.955,44.9,3.275,16.14,17.96,13.139,9.29,26.11,29.16,5.75,11.58,25.45,8.168,30.81,5.19,8.248,6.3
2017-02-06,29.92,14.96,20.895,15.97,16.196,21.552,30.12,17.07,6.223,7.204,12.096,11.81,32.44,32.845,16.206,37.55,5.666,43.45,3.224,16.05,17.77,12.829,9.42,26.24,29.04,5.62,11.13,25.35,7.922,31.27,5.1,8.136,6.13
2017-02-07,30.24,14.7,21.302,15.77,16.17,21.922,30.4,17.02,6.227,7.304,12.106,11.743,32.71,32.9,16.289,37.58,5.666,43.53,3.264,16.22,18.01,13.139,9.43,26.62,29.008,5.56,11.37,25.35,8.147,32.75,5.08,8.208,6.2
2017-02-08,30.59,15.1,21.852,16.1,16.47,22.202,30.72,16.96,6.25,7.366,12.367,11.648,32.68,33.45,16.335,37.94,5.749,43.23,3.285,16.51,17.47,12.904,9.63,26.64,29.12,5.49,11.35,25.38,8.274,33.81,5.1,8.36,6.31
2017-02-09,31.08,15.05,21.951,15.96,16.568,21.592,30.62,16.89,6.265,7.42,12.113,11.905,32.54,33.5,16.294,38.01,5.691,42.59,3.243,16.62,17.78,13.109,9.6,25.7,29.68,5.47,11.34,25.4,8.45,33.92,5.08,8.28,6.68
2017-02-10,32.8,15.58,22.022,16.35,16.817,22.621,31.18,17.14,6.277,7.489,12.308,12.276,32.86,33.505,16.351,38.24,5.807,43.2,3.257,17.28,18.12,13.279,9.68,26.7,29.72,5.65,12.29,25.4,8.925,33.95,5.37,8.304,6.95
2017-02-13,35.81,15.62,21.918,16.56,16.863,22.851,31.38,17.25,6.323,7.473,12.162,12.667,33.99,33.5,16.325,39.3,5.98,42.77,3.327,17.95,18.35,13.469,9.6,26.75,29.856,5.71,12.58,25.44,9.609,33.95,5.44,8.72,7.11
2017-02-14,34.4,15.82,21.989,16.81,16.76,22.162,31.48,17.38,6.304,7.443,12.225,12.514,33.3,33.3,16.196,38.99,6.025,43.2,3.235,18.1,18.31,13.339,9.69,25.75,29.432,5.65,12.42,25.46,9.4,33.89,5.45,8.8,7.32
2017-02-15,33.82,15.84,22.913,16.86,17.122,22.312,31.86,18.02,6.546,7.728,12.69,12.724,34.38,34.405,16.506,38.3,6.443,43.96,3.343,18.3,18.34,13.584,9.94,25.71,29.888,5.83,12.65,25.5,9.343,32.82,5.52,9.272,7.8
2017-02-16,33.77,15.86,22.467,16.97,17.065,22.142,32.89,17.97,6.442,7.705,12.433,12.819,33.76,34.345,16.475,38.35,6.642,43.9,3.486,18.45,18.1,13.409,9.82,25.32,29.72,5.96,12.53,25.55,9.257,33.14,5.46,9.504,8.22
2017-02-17,34.07,15.61,22.456,16.72,17.029,21.762,32.91,17.9,6.504,7.828,12.173,12.686,33.8,33.975,16.496,38.05,6.693,42.85,3.441,18.55,18.17,13.334,9.85,25.16,29.88,5.87,12.51,25.58,9.335,33.11,5.45,9.568,8.89
2017-02-20,36.43,15.92,22.561,17.08,17.096,21.792,33.44,17.84,6.5,7.936,12.192,12.81,33.99,33.9,16.558,38.16,6.835,42.43,3.47,18.5,18.54,13.224,10.01,25.18,29.92,5.98,12.7,25.56,10.887,34.19,5.45,9.68,9.71
2017-02-21,35.54,16.09,22.456,17.16,17.577,21.052,34.0,18.07,6.731,7.988,12.154,13.019,34.05,34.05,17.06,38.14,7.227,41.35,3.485,18.55,18.46,13.274,9.85,24.77,30.056,6.1,12.65,25.55,10.661,34.23,5.41,9.84,8.68
2017-02-22,34.69,15.7,22.522,16.6,17.691,21.222,34.09,18.28,6.577,8.027,11.66,12.486,33.57,34.05,17.412,38.03,7.066,40.49,3.446,18.93,18.28,13.379,9.83,24.26,30.16,5.89,12.45,25.51,10.092,34.1,5.28,9.736,9.05
2017-02-23,33.17,15.56,22.181,16.48,17.422,21.382,33.35,18.13,6.442,7.926,11.692,12.2,33.14,33.39,17.112,37.7,6.918,40.6,3.418,18.0,17.81,12.554,9.82,24.56,30.16,5.71,12.0,25.48,9.54,33.06,5.03,9.84,8.82
2017-02-24,32.72,15.18,22.005,15.96,17.293,21.482,33.1,17.84,6.531,7.787,11.423,12.333,32.88,32.7,16.884,37.45,6.867,40.62,3.37,18.09,17.93,12.809,9.76,24.6,29.584,5.86,11.98,25.54,9.601,32.33,4.93,9.456,8.48
2017-02-27,32.72,15.18,22.005,15.96,17.293,21.482,33.1,17.84,6.531,7.787,11.423,12.333,32.88,32.7,16.884,37.45,6.867,40.62,3.37,18.09,17.93,12.809,9.76,24.6,29.584,5.86,11.98,25.54,9.601,32.33,4.93,9.456,8.48
2017-02-28,32.72,15.18,22.005,15.96,17.293,21.482,33.1,17.84,6.531,7.787,11.423,12.333,32.88,32.7,16.884,37.45,6.867,40.62,3.37,18.09,17.93,12.809,9.76,24.6,29.584,5.86,11.98,25.54,9.601,32.33,4.93,9.456,8.48
2017-03-01,33.17,15.52,21.962,16.43,17.137,21.682,33.6,17.91,6.769,7.748,11.173,12.667,33.52,32.2,16.506,36.9,6.873,40.0,3.37,18.63,18.04,12.934,9.82,24.34,29.76,6.01,12.12,25.51,9.871,32.68,5.01,9.6,9.23
2017-03-02,31.46,15.11,21.736,15.85,17.075,20.442,33.26,17.21,6.762,7.655,11.538,12.448,33.14,31.89,16.33,36.4,6.86,39.29,3.338,18.11,17.8,12.924,9.8,23.6,29.592,5.91,11.74,25.46,9.306,32.37,4.97,9.392,8.99
2017-03-03,31.82,15.32,22.132,15.95,17.479,21.062,34.88,17.39,6.812,7.748,11.442,12.714,33.6,32.385,16.558,37.02,7.201,40.21,3.441,18.2,18.32,13.289,9.98,24.3,29.392,6.09,11.98,25.52,9.363,31.99,5.19,9.528,9.1
2017-03-06,31.1,15.1,22.044,15.88,17.308,21.692,35.16,17.25,6.758,7.81,11.442,12.486,33.65,32.74,16.636,37.5,7.13,40.6,3.497,18.0,18.19,13.354,9.85,25.21,29.6,6.27,11.55,25.54,9.273,31.98,5.12,9.72,9.1
2017-03-07,30.92,15.18,21.676,15.88,17.075,21.062,34.73,16.82,6.581,7.694,11.375,12.4,33.44,32.43,16.506,37.24,7.484,40.1,3.537,17.83,18.34,13.529,9.75,24.51,29.744,6.5,11.3,25.55,9.327,30.86,4.97,9.632,9.32
2017-03-08,30.12,14.55,21.428,14.9,16.786,20.612,33.91,17.12,6.577,7.546,11.356,11.562,32.83,32.4,16.335,37.14,7.259,40.06,3.449,17.5,18.79,13.474,9.77,24.02,29.312,6.01,10.61,25.56,9.151,30.55,4.76,9.52,8.76
2017-03-09,30.18,14.5,21.494,14.81,16.636,20.662,33.56,17.3,6.615,7.476,10.958,11.381,31.34,32.675,16.403,37.8,6.982,40.8,3.293,17.36,19.18,13.409,9.77,24.07,28.552,6.01,10.51,25.55,9.052,30.58,4.84,9.44,8.69
2017-03-10,29.65,14.31,21.505,14.79,16.542,20.362,33.69,17.3,6.673,7.507,11.117,11.343,31.88,33.995,16.542,37.29,7.034,39.88,3.39,18.07,18.77,13.839,9.71,23.61,28.672,5.86,10.77,25.53,8.946,30.61,4.64,9.592,8.95
2017-03-13,31.01,14.37,21.896,14.93,16.749,20.292,34.05,17.36,6.481,7.616,11.275,11.781,32.54,34.26,16.739,37.38,7.374,39.52,3.48,17.98,18.9,14.169,9.95,23.35,29.32,5.98,11.05,25.53,9.273,31.18,4.72,9.76,8.8
2017-03-14,31.17,13.59,21.681,14.37,16.61,19.413,33.91,17.1,6.477,7.531,10.865,11.829,31.55,34.25,16.517,37.32,7.072,38.31,3.339,17.55,18.57,14.209,10.0,22.68,28.96,5.98,10.73,25.55,9.269,30.4,4.65,9.768,8.66
2017-03-15,33.32,14.2,21.89,14.75,16.905,19.772,34.19,17.3,6.512,7.725,11.088,12.448,32.28,34.4,16.775,37.4,7.207,38.66,3.463,17.75,18.37,14.394,10.0,23.19,28.96,6.16,11.42,25.58,9.863,31.47,4.89,9.848,9.25
2017-03-16,32.53,13.71,21.61,14.38,16.827,19.303,33.73,17.28,6.488,7.725,10.865,12.21,32.35,34.525,16.765,38.5,7.445,40.0,3.498,17.96,18.66,14.274,10.23,22.68,29.24,5.97,11.11,25.62,9.621,31.65,4.71,9.76,9.02
2017-03-17,31.3,13.16,20.988,13.85,16.31,19.023,32.81,17.21,6.485,7.577,10.904,11.752,31.86,34.75,16.387,37.88,7.439,37.1,3.456,17.75,18.5,14.224,10.09,22.45,29.56,5.75,10.63,25.57,9.163,31.0,4.43,9.824,8.9
2017-03-20,31.63,13.6,21.219,14.18,16.599,19.463,32.75,17.64,6.569,7.562,11.183,12.038,30.87,34.75,16.811,38.33,7.015,36.3,3.399,17.75,18.9,14.274,10.3,22.73,29.248,5.75,10.95,25.59,9.335,31.8,4.47,9.952,8.48
2017-03-21,29.04,13.0,20.763,13.7,16.108,18.763,31.97,17.42,6.462,7.298,11.087,11.181,30.2,34.615,16.222,38.33,6.449,35.85,3.274,17.4,17.75,13.914,10.15,22.28,28.768,5.22,9.97,25.62,8.541,30.94,4.14,9.992,7.91
2017-03-22,29.4,13.66,20.934,14.15,16.17,19.073,33.05,17.31,6.308,7.484,11.019,11.181,31.0,34.35,16.123,37.38,6.314,35.58,3.238,17.32,17.69,13.724,10.06,22.84,28.824,5.41,10.0,25.66,8.762,31.01,4.2,9.896,8.2
2017-03-23,29.24,13.57,20.818,14.14,16.185,18.683,33.05,17.44,6.385,7.422,11.104,10.905,31.11,34.995,16.232,37.81,6.314,35.88,3.288,17.44,17.88,14.049,10.24,22.56,28.728,5.24,9.88,25.61,8.639,31.54,4.17,9.872,8.07
2017-03-24,29.0,13.48,21.043,14.17,16.418,19.013,33.2,17.63,6.488,7.492,11.058,10.619,31.5,35.28,16.491,38.39,6.559,35.8,3.305,17.82,17.76,14.164,10.26,22.99,28.96,5.03,9.79,25.7,8.61,31.56,4.05,9.704,7.98
2017-03-27,29.39,13.77,21.197,14.43,16.558,17.983,33.31,17.79,6.531,7.562,11.004,10.486,31.6,35.665,16.62,37.96,6.77,37.09,3.28,18.0,17.6,14.174,10.2,21.95,28.744,5.07,10.19,25.79,8.798,32.28,4.4,9.48,8.33
2017-03-28,29.81,13.95,21.126,14.68,16.651,17.333,33.1,17.94,6.627,7.507,11.5,10.476,32.06,35.74,16.811,37.46,6.661,38.65,3.248,17.82,17.75,14.119,10.1,21.7,28.424,5.04,9.73,25.79,8.975,31.75,4.34,9.56,8.24
2017-03-29,30.11,14.45,21.439,15.16,16.998,17.143,34.3,18.18,6.715,7.577,11.423,10.533,32.55,36.25,16.868,37.94,6.648,38.87,3.28,18.09,17.58,14.274,10.12,21.56,28.632,5.12,9.7,25.87,9.093,32.19,4.44,9.712,8.2
2017-03-30,30.1,14.45,21.186,15.1,16.889,17.203,34.07,18.27,6.712,7.484,11.406,10.19,32.42,36.12,16.791,38.48,6.591,38.54,3.22,18.23,17.49,14.364,10.1,21.6,28.32,4.98,9.2,25.84,9.007,31.54,4.42,9.824,8.16
2017-03-31,29.79,14.49,20.835,15.15,16.755,17.094,33.77,18.24,6.692,7.368,11.283,10.371,32.59,35.81,16.584,35.5,6.629,38.61,3.274,18.05,17.39,14.504,10.1,22.07,28.296,4.95,9.11,25.77,8.962,31.75,4.44,9.84,8.34
2017-04-03,29.51,14.67,21.175,15.32,16.837,17.193,33.87,18.0,6.727,7.43,11.312,10.229,33.5,35.97,16.76,36.89,6.584,38.89,3.227,18.08,17.01,14.374,10.19,21.85,28.392,4.82,8.97,25.79,8.68,31.91,4.37,9.84,8.61
2017-04-04,30.65,14.85,21.285,15.43,16.956,17.103,34.0,18.11,6.781,7.531,11.338,10.381,33.75,35.885,16.879,36.3,6.379,38.7,3.216,17.9,17.14,14.289,10.37,21.55,28.712,4.88,9.29,25.81,9.085,32.88,4.31,9.92,8.84
2017-04-05,29.45,14.57,20.895,15.33,16.61,16.494,33.42,17.88,6.742,7.445,11.577,10.143,34.14,35.765,16.434,36.42,6.314,38.6,3.131,17.85,16.85,14.394,10.21,21.15,28.368,4.69,8.84,25.79,8.745,32.58,4.11,9.624,9.27
2017-04-06,28.91,14.53,20.73,15.28,16.434,15.964,32.64,17.98,6.735,7.345,11.587,9.971,33.21,35.745,16.284,36.7,6.237,37.95,3.076,17.6,17.3,14.749,10.17,20.65,28.048,4.51,8.66,25.8,8.5,32.74,3.94,9.368,9.19
2017-04-07,29.15,14.7,20.89,15.37,16.47,15.754,32.5,18.05,6.558,7.383,11.742,10.048,33.7,35.82,16.294,36.2,6.308,37.78,3.103,17.84,17.35,15.009,10.02,20.32,28.0,4.52,8.74,25.82,8.463,33.3,4.02,9.44,9.2
2017-04-10,29.03,14.94,20.851,15.63,16.573,15.374,32.79,18.0,6.538,7.414,11.783,9.857,32.81,35.83,16.356,35.98,6.167,37.52,3.042,17.85,17.01,15.079,10.05,19.75,28.008,4.47,8.45,25.8,8.389,33.18,4.06,9.52,9.66
2017-04-11,28.66,14.68,20.813,15.25,16.615,15.744,32.82,17.62,6.477,7.445,11.781,9.552,32.3,35.09,16.413,36.51,6.347,38.5,3.057,17.58,16.83,15.199,10.05,20.37,27.96,4.33,8.39,25.78,8.233,33.43,3.97,9.488,10.3
2017-04-12,27.42,14.65,20.785,15.19,16.449,15.904,32.28,17.67,6.5,7.407,11.925,9.067,32.55,35.035,16.304,36.47,6.102,39.42,3.018,17.67,16.66,15.134,10.15,20.14,27.728,4.15,7.66,25.76,7.742,32.7,3.79,9.496,9.88
2017-04-13,27.42,14.08,20.406,14.51,15.947,15.314,30.6,17.76,6.45,7.22,11.887,9.0,31.84,35.05,15.859,35.87,5.794,39.5,2.952,17.15,15.8,15.004,10.3,19.62,27.2,4.14,7.4,25.72,7.783,31.99,3.7,9.36,9.64
2017-04-14,27.42,14.08,20.406,14.51,15.947,15.314,30.6,17.76,6.45,7.22,11.887,9.0,31.84,35.05,15.859,35.87,5.794,39.5,2.952,17.15,15.8,15.004,10.3,19.62,27.2,4.14,7.4,25.72,7.783,31.99,3.7,9.36,9.64
2017-04-17,27.43,14.28,21.318,14.65,16.661,15.524,32.02,18.06,6.585,7.414,11.942,9.162,32.34,35.69,16.48,35.91,6.038,39.8,3.017,17.5,16.12,15.449,10.24,19.9,27.8,4.29,7.64,25.79,7.902,31.09,3.99,9.6,9.98
2017-04-18,26.61,14.1,21.241,14.46,16.563,15.594,32.33,18.16,6.508,7.476,12.154,8.924,32.54,35.425,16.485,36.15,6.064,40.61,3.02,17.28,15.83,15.324,10.29,19.78,27.84,4.1,7.31,25.81,7.693,31.65,3.96,9.456,10.16
2017-04-19,26.67,13.6,21.054,14.05,16.397,15.254,31.15,18.1,6.45,7.352,12.0,8.857,32.6,35.075,16.227,36.5,6.0,40.31,3.006,17.01,15.7,15.244,10.36,19.6,27.448,4.11,7.1,25.84,7.603,31.03,3.96,9.6,9.9
2017-04-20,28.05,13.88,20.747,14.27,16.113,15.674,31.4,17.98,6.515,7.29,11.958,9.095,30.78,35.18,16.046,36.85,6.109,40.65,3.039,17.12,15.69,15.244,10.45,20.32,27.552,4.24,7.46,25.82,8.016,31.85,4.04,9.48,10.0
2017-04-21,28.05,13.88,20.747,14.27,16.113,15.674,31.4,17.98,6.515,7.29,11.958,9.095,30.78,35.18,16.046,36.85,6.109,40.65,3.039,17.12,15.69,15.244,10.45,20.32,27.552,4.24,7.46,25.82,8.016,31.85,4.04,9.48,10.0
2017-04-24,27.45,14.03,21.148,14.39,16.408,15.984,32.3,18.03,6.596,7.469,12.308,9.2,30.35,35.58,16.351,36.7,6.045,40.65,2.986,17.24,15.63,15.744,10.31,20.7,27.592,4.32,7.38,25.87,8.115,32.8,4.03,9.488,10.14
2017-04-25,28.35,14.34,21.285,14.68,16.558,17.004,32.5,18.32,6.635,7.484,12.673,9.371,29.58,35.925,16.403,38.12,6.019,39.94,3.002,17.15,15.37,15.814,10.46,22.06,27.8,4.41,7.62,25.9,8.442,33.43,4.05,10.024,10.08
2017-04-26,27.73,14.0,21.324,14.42,16.837,17.153,32.11,18.21,6.865,7.461,12.817,9.343,30.04,35.51,16.454,37.97,5.717,39.45,2.976,17.19,15.33,15.594,10.45,22.19,27.664,4.45,7.94,25.91,8.27,33.49,4.27,10.12,9.91
2017-04-27,26.83,13.73,21.445,14.2,17.329,17.153,32.56,18.2,6.773,7.554,12.692,9.219,29.2,35.27,16.946,36.99,5.511,39.2,2.871,17.2,15.16,15.054,10.35,22.2,27.472,4.39,7.6,25.94,8.025,33.75,4.15,10.272,9.89
