Date,AZN LN Equity,HSBA LN Equity,ULVR LN Equity,BP/ LN Equity,DGE LN Equity,GSK LN Equity,BATS LN Equity,RIO LN Equity,REL LN Equity,RKT LN Equity,LSEG LN Equity,NG/ LN Equity,CPG LN Equity,BA/ LN Equity,LLOY LN Equity,AAL LN Equity,BARC LN Equity,PRU LN Equity,FLTR LN Equity,AHT LN Equity,III LN Equity,TSCO LN Equity,RR/ LN Equity,SSE LN Equity,STAN LN Equity,VOD LN Equity,RTO LN Equity,IMB LN Equity,LGEN LN Equity,NWG LN Equity,AV/ LN Equity,INF LN Equity,IHG LN Equity,SGE LN Equity,BNZL LN Equity,SMT LN Equity,SN/ LN Equity,NXT LN Equity,SGRO LN Equity,CNA LN Equity,WPP LN Equity,BT/A LN Equity,HLMA LN Equity,ADM LN Equity,BRBY LN Equity,ABF LN Equity,SPX LN Equity,CRDA LN Equity,WTB LN Equity,ITRK LN Equity,UU/ LN Equity,MRO LN Equity,PSON LN Equity,SVT LN Equity,ENT LN Equity,SMIN LN Equity,IAG LN Equity,ANTO LN Equity,WEIR LN Equity,MKS LN Equity,FCIT LN Equity,DCC LN Equity,STJ LN Equity,SBRY LN Equity,LAND LN Equity,BDEV LN Equity,BKG LN Equity,KGF LN Equity,DPH LN Equity,TW/ LN Equity,IMI LN Equity,DPLM LN Equity,HWDN LN Equity,JD/ LN Equity,SMDS LN Equity,BEZ LN Equity,RS1 LN Equity,SDR LN Equity,UTG LN Equity
2012-11-12,2852.0,603.8,2320.0,427.3,1800.0,1374.243,3208.5,3081.0,610.5,3691.644,892.59,749.454,763.003,306.3,45.135,1819.002,217.034,725.587,4927.89,381.2,214.7,411.35,298.899,1395.0,1373.92,207.567,85.95,2427.0,141.5,295.616,431.974,356.202,2256.77,320.423,1015.0,137.0,659.5,3600.0,219.698,319.6,811.0,224.9,418.7,1092.0,1247.0,1385.0,2289.538,2393.563,2055.879,2867.0,647.5,960.483,1225.0,1518.0,233.5,1052.0,113.038,1257.0,1748.0,367.839,310.7,1819.861,393.0,349.0,844.8,187.6,1487.0,285.9,599.0,58.75,1074.286,435.1,162.6,7.355,190.276,170.9,209.3,265.88,268.711
2012-11-13,2875.0,608.6,2341.0,428.8,1819.0,1372.22,3220.0,3089.5,618.0,3723.898,897.657,754.909,773.501,308.4,46.52,1761.769,219.205,739.689,4914.115,380.5,213.6,406.6,300.615,1383.0,1390.58,202.459,86.6,2445.0,142.8,298.954,437.5,354.453,2272.491,320.739,1030.0,137.3,661.5,3622.0,219.985,310.8,812.5,227.9,420.0,1081.0,1231.0,1404.0,2293.845,2420.087,2091.103,2878.0,647.5,950.34,1221.0,1529.0,233.5,1063.0,112.508,1249.0,1738.0,368.413,311.8,1820.974,392.6,347.2,844.267,186.8,1497.0,288.9,593.0,58.7,1068.0,453.7,164.9,7.01,189.904,173.7,210.1,266.73,269.604
2012-11-14,2856.0,603.0,2336.0,425.75,1811.5,1341.367,3174.0,3025.0,621.0,3684.802,877.852,757.091,772.948,306.2,46.36,1716.979,219.528,744.389,4822.739,376.8,209.6,407.043,298.899,1400.0,1374.4,200.465,85.7,2424.0,142.5,299.062,433.684,354.729,2263.916,319.792,1043.0,136.3,652.5,3608.0,217.977,318.3,807.0,225.0,417.0,1062.0,1180.0,1397.0,2274.461,2415.843,2075.639,2838.0,653.0,934.345,1210.0,1545.0,233.5,1050.0,110.387,1243.0,1747.0,361.909,308.8,1761.257,391.0,338.8,834.667,185.4,1500.0,283.0,571.0,58.55,1068.571,444.2,163.4,7.05,188.881,172.5,207.3,263.5,267.818
2012-11-15,2842.5,601.3,2311.0,425.4,1800.0,1340.861,3141.0,3000.0,612.0,3666.231,856.666,753.818,759.688,306.4,45.7,1683.137,221.006,728.151,4779.232,373.2,209.4,400.647,292.379,1390.0,1372.02,198.285,85.7,2400.0,141.4,303.908,432.237,351.323,2251.053,316.426,1033.0,135.0,648.0,3550.0,215.109,316.5,803.5,225.2,418.2,1068.0,1174.0,1386.0,2272.307,2416.904,2036.978,2828.0,648.5,920.691,1189.0,1519.0,233.5,1039.0,106.806,1229.0,1741.0,354.449,306.5,1777.54,393.6,333.0,824.0,185.5,1501.0,275.4,594.0,58.15,1076.571,445.8,162.5,7.105,185.81,170.4,206.1,262.82,265.239
2012-11-16,2792.5,595.8,2290.0,416.6,1793.5,1332.768,3129.0,2934.5,602.5,3620.293,862.193,750.545,764.661,300.8,43.975,1656.262,216.341,717.468,4774.445,378.3,205.8,399.0,289.805,1364.0,1346.32,196.603,85.0,2395.0,139.6,298.739,421.053,350.31,2246.765,315.9,1027.0,133.5,640.5,3542.0,211.858,313.5,802.0,219.0,411.5,1060.0,1164.0,1394.0,2270.153,2431.758,1988.008,2836.0,647.0,814.967,1173.0,1524.0,233.5,1018.0,105.083,1199.0,1710.0,350.432,304.2,1763.632,392.0,331.8,813.333,181.3,1503.0,274.2,591.0,57.1,1094.857,438.0,161.5,6.98,183.763,167.3,203.9,258.06,263.851
2012-11-19,2818.0,618.3,2334.0,431.6,1832.5,1352.494,3215.5,3025.0,605.0,3691.644,909.171,762.545,775.711,304.6,45.145,1702.546,230.705,743.962,4880.247,384.4,208.6,402.8,297.527,1384.0,1384.87,199.967,85.75,2460.0,143.2,309.4,435.789,360.898,2272.491,317.899,1038.0,137.4,641.5,3600.0,214.153,317.6,815.5,223.9,419.6,1087.0,1214.0,1434.0,2295.999,2445.551,2022.373,2836.0,653.0,807.165,1191.0,1543.0,233.5,1039.0,108.331,1226.0,1764.0,356.362,311.5,1797.591,397.8,335.6,826.667,185.2,1515.0,279.2,595.0,57.55,1130.286,448.2,164.6,7.17,187.02,170.6,207.2,264.35,267.719
2012-11-20,2822.5,614.5,2348.0,432.25,1848.5,1349.965,3200.0,3028.0,608.0,3724.875,907.789,760.363,783.446,306.3,45.28,1686.123,227.703,759.773,5097.186,391.3,210.2,401.85,299.757,1380.0,1381.53,202.209,86.0,2428.0,142.7,310.8,441.053,363.844,2333.949,319.372,1041.0,138.2,644.0,3600.0,213.388,317.1,814.0,223.8,419.2,1088.0,1247.0,1446.0,2306.768,2468.892,2050.724,2876.0,659.0,812.237,1196.0,1547.0,233.5,1050.0,111.116,1254.0,1769.0,358.944,312.0,1806.222,397.4,332.7,828.8,188.9,1561.0,277.9,586.0,58.35,1138.857,468.8,165.2,7.1,189.811,172.6,209.5,264.86,264.644
2012-11-21,2841.5,618.0,2339.0,433.0,1846.0,1349.965,3203.0,2997.0,607.5,3758.107,905.026,768.0,772.948,309.3,45.74,1673.681,229.874,752.081,5031.589,392.7,210.5,400.267,298.556,1396.0,1370.59,198.285,86.0,2472.0,142.5,311.016,448.289,364.028,2358.246,320.108,1042.0,139.3,648.0,3582.0,215.491,320.5,825.0,224.0,419.5,1079.0,1233.0,1442.0,2312.153,2448.734,2028.387,2898.0,671.5,817.308,1182.0,1569.0,233.5,1052.0,109.392,1245.0,1768.0,359.614,311.9,1826.594,396.9,329.2,835.733,186.6,1570.0,272.0,582.0,57.65,1133.143,464.0,165.0,7.165,190.741,173.3,207.7,265.71,263.851
2012-11-22,2866.0,622.0,2358.0,433.6,1876.0,1352.494,3216.0,3010.0,618.0,3771.79,906.408,771.272,788.971,309.7,45.95,1696.574,232.784,754.217,5029.088,389.6,211.1,401.977,299.242,1400.0,1374.87,197.226,86.4,2484.0,142.6,315.216,452.237,371.393,2389.689,323.79,1057.0,140.6,654.5,3603.0,216.925,322.2,839.0,225.0,429.8,1085.0,1239.0,1451.0,2341.23,2443.429,2027.528,2946.0,670.5,838.765,1175.0,1570.0,233.5,1061.0,111.447,1247.0,1774.0,361.527,312.2,1842.017,400.5,332.4,844.8,188.2,1597.0,277.0,586.0,58.0,1142.857,469.1,165.0,7.2,193.998,173.8,208.9,266.73,259.784
2012-11-23,2890.5,625.9,2375.0,435.5,1877.5,1362.61,3224.0,3006.5,624.5,3774.723,907.789,775.636,791.181,310.3,46.405,1711.007,234.816,759.773,5119.412,390.0,212.0,402.8,300.272,1406.0,1368.21,197.724,86.95,2484.0,143.1,316.616,455.263,371.761,2416.845,323.685,1065.0,141.4,657.5,3620.0,217.499,322.2,848.0,226.7,435.0,1098.0,1240.0,1450.0,2336.922,2474.197,2023.232,2960.0,672.5,843.836,1189.0,1571.0,233.5,1062.0,112.044,1261.0,1785.0,364.109,313.0,1869.013,398.6,333.6,848.0,188.1,1587.0,280.7,577.5,57.2,1162.286,478.3,165.5,7.295,195.208,175.3,212.6,270.13,258.594
2012-11-26,2880.0,620.0,2384.0,431.35,1873.5,1345.413,3252.0,2994.0,624.0,3790.361,898.578,778.909,791.733,312.0,45.1,1712.002,222.161,754.217,5092.526,383.9,211.2,402.167,299.586,1396.0,1368.21,196.416,87.45,2495.0,142.5,307.031,449.868,373.326,2403.982,324.736,1063.0,141.3,655.5,3606.0,216.543,320.2,846.0,226.9,436.0,1099.0,1237.0,1450.0,2325.076,2475.258,2015.5,2964.0,669.5,834.864,1184.0,1556.0,233.5,1057.0,112.972,1246.0,1780.0,359.805,312.7,1860.79,398.0,331.8,849.067,186.8,1582.0,276.2,569.0,56.75,1148.571,464.3,164.6,7.12,196.138,175.0,212.7,268.77,260.379
2012-11-27,2881.5,620.9,2396.0,431.25,1880.5,1349.965,3276.5,2978.5,625.5,3830.435,899.038,777.272,798.363,319.7,46.415,1706.528,225.07,754.217,5099.381,380.6,210.1,406.853,301.302,1399.0,1370.59,195.482,89.35,2517.0,143.1,317.8,453.026,383.73,2401.123,327.998,1074.0,142.8,659.0,3616.0,221.514,321.5,846.0,226.3,437.9,1103.0,1240.0,1466.0,2330.461,2478.441,2028.387,3023.0,669.0,833.303,1168.0,1554.0,233.5,1070.0,112.84,1238.0,1801.0,362.196,313.0,1847.967,398.4,333.6,851.2,188.0,1593.0,275.9,576.0,56.65,1149.714,465.0,165.5,7.025,199.208,176.5,212.5,269.79,265.735
2012-11-28,2914.0,622.8,2407.0,429.4,1878.5,1352.494,3278.5,2940.5,636.0,3830.435,898.117,762.0,800.573,319.6,45.94,1699.062,223.685,758.918,5121.972,378.3,209.3,408.943,301.302,1410.0,1373.92,197.164,88.8,2509.0,143.6,317.262,453.684,384.19,2389.689,328.103,1031.0,142.7,651.0,3648.0,218.933,322.6,847.0,226.7,435.9,1106.0,1274.0,1474.0,2318.615,2485.868,2033.542,3023.0,686.5,830.962,1178.0,1578.0,233.5,1066.0,112.773,1239.0,1817.0,370.135,313.0,1838.44,396.7,335.2,845.333,190.2,1608.0,280.6,579.5,56.9,1161.143,464.9,165.4,7.3,200.046,175.5,209.3,269.96,265.537
2012-11-29,2960.0,631.6,2421.0,431.05,1872.5,1366.656,3283.0,3090.0,644.5,3841.186,902.263,770.182,801.126,326.8,46.64,1755.797,225.948,770.456,5130.582,378.5,212.5,411.73,304.218,1436.0,1395.34,199.718,89.8,2504.0,146.1,322.0,461.316,389.806,2392.548,329.681,1037.0,145.2,659.5,3651.0,223.331,328.1,857.0,233.5,438.0,1120.0,1317.0,1485.0,2353.076,2494.355,2042.992,3059.0,693.5,829.792,1175.0,1637.0,233.5,1091.0,112.84,1292.0,1879.0,372.621,315.9,1892.188,400.0,340.9,854.4,194.9,1643.0,279.0,583.0,59.25,1188.571,479.0,166.3,7.12,202.837,176.5,211.9,273.36,265.835
2012-11-30,2966.5,637.7,2403.0,431.6,1857.0,1349.965,3274.0,3093.5,642.5,3836.299,900.42,769.091,796.706,327.3,46.495,1724.444,227.241,773.447,5141.224,383.2,211.6,411.793,305.591,1425.0,1384.87,200.777,90.0,2497.0,145.7,317.908,461.184,387.044,2383.972,327.787,1029.0,146.0,657.5,3661.0,225.912,325.9,856.0,233.5,436.6,1119.0,1287.0,1478.0,2350.922,2526.185,2061.034,3090.0,681.5,831.353,1178.0,1615.0,233.5,1095.0,111.845,1288.0,1890.0,373.578,316.2,1885.582,399.3,341.4,861.867,195.1,1642.0,278.0,583.5,61.0,1204.571,481.6,167.8,7.1,201.255,176.3,210.7,271.32,263.95
2012-12-03,2979.0,635.9,2396.0,430.15,1860.0,1360.587,3285.0,3120.0,650.5,3876.372,898.578,764.727,800.021,328.7,45.74,1734.397,225.763,767.037,5160.683,385.0,211.2,408.437,310.739,1429.0,1395.34,200.465,90.0,2521.0,145.7,315.108,461.579,395.238,2388.26,330.838,1037.0,145.3,662.5,3639.0,229.449,328.5,856.0,232.4,435.5,1131.0,1286.0,1482.0,2350.922,2507.087,2065.329,3115.0,685.0,855.54,1195.0,1616.0,233.5,1097.0,113.569,1287.0,1877.0,372.717,315.0,1884.921,397.3,336.7,868.8,197.1,1644.0,275.3,586.5,61.5,1211.429,485.2,168.4,7.15,200.697,177.8,209.8,275.57,264.843
2012-12-04,2977.5,636.2,2408.0,424.3,1858.0,1369.691,3319.0,3130.5,647.5,3875.395,894.433,765.818,806.098,330.2,45.965,1728.923,225.209,770.028,5243.247,384.6,211.4,413.757,313.141,1428.0,1399.14,198.783,90.9,2534.0,145.9,318.446,467.763,400.394,2388.26,327.366,1038.0,146.3,666.5,3640.0,228.876,332.7,858.0,232.1,436.8,1148.0,1287.0,1486.0,2364.922,2482.685,2052.442,3104.0,685.0,851.249,1201.0,1613.0,233.5,1107.0,114.497,1279.0,1870.0,373.482,315.2,1911.876,400.2,337.0,870.933,197.2,1634.0,273.9,575.0,61.7,1200.0,488.3,167.9,6.95,200.976,178.7,207.7,277.27,265.537
2012-12-05,3000.0,644.1,2408.0,425.5,1859.5,1366.656,3278.0,3226.0,652.0,3871.485,895.354,769.091,799.468,333.0,46.285,1771.723,227.611,768.319,5252.21,380.9,213.5,427.436,313.484,1426.0,1416.75,198.534,93.5,2528.0,146.2,320.062,473.553,400.854,2365.392,316.005,1034.0,146.4,668.5,3648.0,230.692,332.8,864.0,234.4,437.0,1140.0,1277.0,1465.0,2369.23,2485.868,2044.71,3088.0,689.0,864.903,1205.0,1572.0,233.5,1119.0,116.022,1296.0,1881.0,374.821,315.8,1946.446,400.0,339.1,861.333,195.0,1654.0,271.0,594.5,61.5,1216.0,510.0,166.9,7.5,198.65,178.0,204.3,277.44,270.001
2012-12-06,2994.5,643.8,2393.0,427.6,1854.0,1361.093,3252.0,3237.0,651.0,3869.531,895.814,769.091,798.916,337.8,46.5,1803.574,231.398,776.011,5250.535,381.5,214.5,430.16,303.704,1430.0,1428.17,201.15,93.1,2485.0,145.9,323.4,477.237,401.775,2355.387,309.273,1029.0,145.0,666.0,3712.0,230.405,331.6,870.0,236.3,440.7,1140.0,1281.0,1475.0,2379.999,2468.892,2068.766,3129.0,690.0,871.925,1190.0,1551.0,233.5,1123.0,115.624,1337.0,1817.0,380.464,317.1,1924.285,399.8,342.4,859.2,197.7,1650.0,270.0,601.0,62.1,1225.143,513.5,168.1,7.215,202.93,180.4,213.1,277.1,278.234
2012-12-07,3000.5,643.6,2416.0,426.05,1878.5,1364.633,3263.5,3256.0,647.0,3872.463,899.96,771.272,805.546,338.4,46.745,1802.579,232.368,776.011,5300.613,383.4,213.1,426.55,307.65,1433.0,1413.9,201.649,93.25,2498.0,147.0,322.0,481.974,398.829,2358.246,310.43,1039.0,146.3,666.0,3704.0,232.509,337.0,869.5,235.1,450.5,1130.0,1305.0,1485.0,2395.076,2490.112,2085.948,3130.0,689.5,874.266,1177.0,1550.0,233.5,1131.0,113.503,1347.0,1835.0,376.447,317.8,1946.326,400.0,343.1,867.2,198.8,1728.0,271.3,602.0,63.0,1245.714,525.5,167.5,7.4,205.536,179.2,216.9,278.97,285.078
2012-12-10,3011.5,641.2,2409.0,426.1,1886.5,1383.348,3269.5,3277.5,647.5,3896.898,906.868,770.727,812.176,338.8,46.72,1806.063,230.521,779.002,5278.167,390.5,213.5,425.536,305.934,1432.0,1425.32,201.275,93.7,2484.0,146.4,320.708,473.289,397.448,2363.963,307.274,1042.0,146.5,678.5,3705.0,231.648,335.3,860.0,235.9,451.2,1118.0,1316.0,1506.0,2402.615,2512.392,2085.948,3126.0,685.5,875.046,1182.0,1555.0,233.5,1132.0,113.105,1358.0,1813.0,375.108,318.3,1937.612,397.9,341.9,868.8,196.8,1691.0,272.3,599.0,62.0,1248.0,518.0,168.1,7.35,204.047,179.5,217.2,277.78,281.309
2012-12-11,3029.5,644.8,2413.0,427.5,1855.5,1387.9,3243.5,3309.0,646.5,3885.169,907.789,775.636,820.463,337.7,46.465,1824.477,229.966,775.156,5312.008,389.7,214.5,430.16,298.899,1441.0,1416.28,200.964,94.25,2469.0,146.6,320.6,477.763,400.486,2356.817,307.169,1050.0,147.7,680.5,3710.0,230.119,337.3,870.5,236.7,450.0,1115.0,1304.0,1500.0,2412.307,2512.392,2137.496,3102.0,692.5,874.266,1189.0,1573.0,233.5,1134.0,113.171,1352.0,1845.0,375.969,318.7,1931.455,401.5,347.0,866.133,196.1,1693.0,271.8,635.5,61.75,1225.143,511.5,170.0,7.38,204.233,177.5,217.8,279.31,278.73
2012-12-12,3042.5,643.8,2429.0,430.05,1845.5,1392.452,3248.0,3311.0,642.0,3860.734,932.2,782.182,823.226,338.9,46.755,1873.746,233.338,773.019,5312.817,391.0,211.9,431.3,300.444,1446.0,1420.08,201.275,93.7,2466.0,147.4,324.585,482.763,398.644,2353.958,306.959,1060.0,149.0,679.0,3751.0,229.545,337.5,865.5,234.9,453.6,1146.0,1296.0,1521.0,2412.307,2520.88,2114.299,3072.0,689.5,876.997,1190.0,1565.0,233.5,1148.0,114.563,1353.0,1865.0,376.638,319.0,1940.207,406.7,347.7,864.0,199.5,1711.0,275.0,636.0,62.4,1230.857,515.0,168.5,7.385,202.372,176.0,220.0,281.01,277.738
2012-12-13,2958.5,643.4,2419.0,428.75,1836.0,1381.324,3241.5,3338.5,634.5,3809.909,930.357,782.727,814.386,339.1,46.675,1848.365,234.724,767.892,5330.702,398.5,216.0,429.906,297.698,1433.0,1428.65,202.459,94.05,2452.0,146.6,323.292,490.526,402.419,2349.67,305.381,1059.0,148.4,670.5,3725.0,228.876,336.6,870.0,237.4,451.6,1153.0,1262.0,1516.0,2402.615,2486.929,2099.694,3084.0,701.0,881.288,1184.0,1565.0,233.5,1145.0,113.834,1344.0,1836.0,375.204,319.0,1923.611,407.4,346.8,866.667,198.7,1711.0,275.0,601.5,62.6,1221.714,514.5,167.9,7.42,198.278,177.5,223.3,280.33,277.837
2012-12-14,2924.0,641.6,2428.0,426.45,1834.5,1379.807,3245.0,3390.0,630.5,3822.615,969.046,772.363,815.491,338.8,46.72,1818.007,236.109,752.936,5424.836,408.6,214.5,433.073,298.556,1444.0,1425.32,200.527,93.85,2432.0,145.2,325.554,486.711,406.562,2351.1,304.329,1065.0,148.8,669.0,3739.0,229.736,335.7,874.0,237.6,452.1,1135.0,1264.0,1518.0,2412.307,2504.965,2087.666,3079.0,703.0,887.14,1185.0,1567.0,233.5,1145.0,115.16,1355.0,1807.0,376.734,318.9,1942.266,415.5,348.1,867.733,201.7,1713.0,276.3,603.5,63.0,1221.714,510.0,168.1,7.47,199.581,177.3,222.5,279.99,281.606
2012-12-17,2929.5,641.5,2421.0,427.0,1836.0,1381.324,3194.0,3470.0,628.0,3831.412,985.626,766.909,812.176,338.5,46.835,1847.867,237.31,752.081,5395.849,412.0,216.2,432.82,294.953,1443.0,1427.7,197.101,92.9,2426.0,144.2,324.908,486.053,409.232,2352.529,306.012,1052.0,148.3,671.0,3711.0,231.744,334.7,870.0,236.7,448.6,1151.0,1258.0,1530.0,2403.692,2489.051,2078.216,3076.0,704.5,882.069,1175.0,1566.0,233.5,1153.0,119.005,1359.0,1788.0,374.63,318.3,1932.011,415.2,348.6,862.933,200.4,1721.0,275.0,589.0,63.5,1218.286,506.5,170.7,7.32,194.928,175.9,223.9,281.86,278.928
2012-12-18,2945.0,640.2,2424.0,428.45,1829.5,1376.772,3176.0,3568.0,633.5,3849.005,990.232,771.272,809.413,346.0,47.14,1885.691,241.236,749.517,5426.219,425.4,219.8,432.63,301.988,1452.0,1441.02,194.672,94.65,2418.0,144.4,328.569,494.474,413.099,2359.675,307.8,1066.0,150.0,681.5,3737.0,232.222,339.5,886.0,238.4,446.8,1147.0,1261.0,1558.0,2415.538,2482.685,2117.736,3082.0,699.5,894.553,1205.0,1583.0,233.5,1163.0,119.801,1372.0,1787.0,378.264,319.9,1953.609,418.0,349.7,863.467,201.7,1715.0,277.0,591.5,63.8,1240.0,502.0,172.1,7.295,196.417,174.2,231.0,284.75,278.333
2012-12-19,2943.0,653.0,2425.0,431.3,1838.5,1370.197,3095.0,3506.5,642.0,3875.395,1018.787,775.636,811.071,341.9,49.2,1884.198,246.224,760.627,5456.388,436.6,220.1,430.983,303.189,1448.0,1492.42,195.17,96.15,2397.0,146.1,339.662,501.053,419.083,2371.109,309.799,1020.0,151.4,685.5,3770.0,234.421,340.4,883.0,241.1,454.8,1199.0,1249.0,1567.0,2440.307,2527.246,2132.341,3128.0,688.0,913.278,1199.0,1576.0,233.5,1184.0,124.972,1366.0,1812.0,381.42,321.6,1986.465,422.6,353.2,873.6,206.1,1765.0,278.5,597.0,65.95,1265.143,527.0,176.0,7.1,193.998,176.8,236.1,289.17,281.606
2012-12-20,2927.0,650.0,2420.0,430.1,1848.5,1368.68,3110.0,3495.0,643.5,3820.661,1013.261,765.818,820.463,348.0,49.25,1877.728,246.455,765.328,5613.773,434.8,220.0,428.893,303.017,1452.0,1507.17,194.111,95.85,2397.0,147.9,342.139,505.263,415.216,2444.0,311.377,1014.0,150.6,683.5,3729.0,237.958,340.0,892.0,242.4,456.4,1193.0,1247.0,1565.0,2431.691,2543.16,2165.847,3136.0,674.0,903.915,1200.0,1569.0,233.5,1181.0,123.315,1349.0,1863.0,379.029,320.9,1990.555,421.4,352.9,878.4,207.4,1779.0,283.3,595.5,66.65,1257.143,539.0,176.3,7.065,194.928,175.1,239.5,290.87,277.738
2012-12-21,2939.0,649.7,2402.0,430.75,1807.5,1366.151,3142.0,3490.0,640.5,3831.412,1006.813,768.545,798.916,346.1,48.325,1868.77,242.945,745.244,5563.799,427.0,219.6,430.413,302.674,1442.0,1503.36,193.862,95.85,2394.0,146.8,339.446,503.553,416.045,2432.566,310.746,1014.0,150.2,683.0,3720.0,237.576,337.3,889.5,239.8,457.2,1200.0,1217.0,1562.0,2425.23,2521.941,2124.609,3137.0,682.0,895.333,1195.0,1610.0,233.5,1183.0,124.574,1350.0,1866.0,374.917,319.9,2018.199,417.2,351.5,872.0,204.2,1762.0,282.7,595.0,65.2,1248.0,539.5,170.0,6.88,193.998,175.7,238.6,289.51,276.746
2012-12-24,2934.5,654.9,2420.0,430.7,1827.5,1368.68,3101.0,3509.0,646.0,3856.824,1009.576,774.545,798.916,347.1,48.1,1872.253,243.037,747.808,5582.8,434.0,220.8,428.766,303.704,1448.0,1503.84,194.734,96.3,2377.0,147.9,341.385,503.158,417.886,2433.996,310.956,1015.0,150.0,688.5,3729.0,236.62,339.8,894.5,237.2,458.2,1198.0,1239.0,1569.0,2437.076,2521.941,2124.609,3157.0,682.0,893.382,1208.0,1614.0,233.5,1195.0,125.171,1335.0,1898.0,373.578,321.0,2035.308,420.0,350.3,875.2,205.8,1764.0,282.9,598.5,66.55,1250.286,560.0,172.0,6.95,194.184,178.4,239.0,290.19,277.539
2012-12-25,2934.5,654.9,2420.0,430.7,1827.5,1368.68,3101.0,3509.0,646.0,3856.824,1009.576,774.545,798.916,347.1,48.1,1872.253,243.037,747.808,5582.8,434.0,220.8,428.766,303.704,1448.0,1503.84,194.734,96.3,2377.0,147.9,341.385,503.158,417.886,2433.996,310.956,1015.0,150.0,688.5,3729.0,236.62,339.8,894.5,237.2,458.2,1198.0,1239.0,1569.0,2437.076,2521.941,2124.609,3157.0,682.0,893.382,1208.0,1614.0,233.5,1195.0,125.171,1335.0,1898.0,373.578,321.0,2035.308,420.0,350.3,875.2,205.8,1764.0,282.9,598.5,66.55,1250.286,560.0,172.0,6.95,194.184,178.4,239.0,290.19,277.539
2012-12-26,2934.5,654.9,2420.0,430.7,1827.5,1368.68,3101.0,3509.0,646.0,3856.824,1009.576,774.545,798.916,347.1,48.1,1872.253,243.037,747.808,5582.8,434.0,220.8,428.766,303.704,1448.0,1503.84,194.734,96.3,2377.0,147.9,341.385,503.158,417.886,2433.996,310.956,1015.0,150.0,688.5,3729.0,236.62,339.8,894.5,237.2,458.2,1198.0,1239.0,1569.0,2437.076,2521.941,2124.609,3157.0,682.0,893.382,1208.0,1614.0,233.5,1195.0,125.171,1335.0,1898.0,373.578,321.0,2035.308,420.0,350.3,875.2,205.8,1764.0,282.9,598.5,66.55,1250.286,560.0,172.0,6.95,194.184,178.4,239.0,290.19,277.539
2012-12-27,2927.0,652.0,2395.0,428.45,1809.5,1364.633,3123.0,3541.5,642.5,3806.977,1004.97,769.091,806.651,343.3,49.095,1912.067,244.977,749.517,5595.451,431.3,218.0,425.6,304.39,1443.0,1505.74,194.423,96.1,2382.0,147.3,350.0,500.921,418.715,2432.566,312.218,1016.0,150.0,687.5,3734.0,238.532,339.0,892.5,237.6,459.5,1198.0,1233.0,1572.0,2437.076,2509.209,2122.89,3151.0,677.0,900.404,1196.0,1596.0,233.5,1198.0,124.641,1351.0,1892.0,371.569,321.0,2038.25,418.0,347.0,880.533,206.3,1767.0,284.7,605.0,65.9,1256.0,544.0,172.9,7.095,191.951,178.5,236.8,290.87,276.746
2012-12-28,2913.5,651.3,2381.0,425.05,1801.5,1361.598,3108.5,3535.5,638.5,3817.728,1009.576,769.091,803.888,341.0,48.685,1895.146,241.79,739.261,5561.441,424.9,216.3,427.436,303.189,1436.0,1499.08,193.613,95.25,2365.0,145.7,349.677,494.342,414.296,2432.566,310.535,1009.0,150.6,682.0,3708.0,238.054,337.4,888.0,234.0,458.5,1176.0,1229.0,1574.0,2420.922,2513.453,2106.567,3131.0,674.5,903.915,1193.0,1586.0,233.5,1191.0,122.453,1340.0,1876.0,368.891,319.7,2025.028,421.5,347.0,874.667,204.6,1760.0,281.9,605.5,65.8,1250.286,540.0,173.2,6.82,190.369,178.0,237.9,290.19,278.234
2012-12-31,2909.5,646.9,2366.0,424.8,1787.0,1350.471,3121.0,3511.5,642.0,3791.338,1002.207,766.909,801.126,336.9,47.915,1885.193,242.391,739.689,5518.462,426.3,217.2,425.6,299.757,1418.0,1497.65,192.429,95.75,2373.0,145.6,349.462,490.789,413.375,2439.713,309.588,1009.0,150.4,679.5,3709.0,235.759,333.6,888.0,231.1,459.4,1160.0,1226.0,1564.0,2442.461,2520.88,2102.272,3099.0,673.5,871.925,1188.0,1574.0,233.5,1191.0,122.519,1324.0,1879.0,365.639,320.5,2010.588,421.5,345.1,867.733,207.6,1757.0,284.1,601.5,65.8,1253.714,554.5,172.9,6.85,190.369,176.9,238.0,286.62,274.067
2013-01-01,2909.5,646.9,2366.0,424.8,1787.0,1350.471,3121.0,3511.5,642.0,3791.338,1002.207,766.909,801.126,336.9,47.915,1885.193,242.391,739.689,5518.462,426.3,217.2,425.6,299.757,1418.0,1497.65,192.429,95.75,2373.0,145.6,349.462,490.789,413.375,2439.713,309.588,1009.0,150.4,679.5,3709.0,235.759,333.6,888.0,231.1,459.4,1160.0,1226.0,1564.0,2442.461,2520.88,2102.272,3099.0,673.5,871.925,1188.0,1574.0,233.5,1191.0,122.519,1324.0,1879.0,365.639,320.5,2010.588,421.5,345.1,867.733,207.6,1757.0,284.1,601.5,65.8,1253.714,554.5,172.9,6.85,190.369,176.9,238.0,286.62,274.067
